PA,SZ,FA,Hse,Time
Downtown Core,Tanjong Pagar,<=60,330,2011
Downtown Core,Tanjong Pagar,>60 to 80,210,2011
Downtown Core,Tanjong Pagar,>80 to 100,310,2011
Downtown Core,Tanjong Pagar,>100 to 120,60,2011
Downtown Core,Tanjong Pagar,>120,120,2011
Downtown Core,Tanjong Pagar,Not Available,0,2011
Geylang,Aljunied,<=60,2070,2011
Geylang,Aljunied,>60 to 80,3640,2011
Geylang,Aljunied,>80 to 100,3910,2011
Geylang,Aljunied,>100 to 120,4210,2011
Geylang,Aljunied,>120,2630,2011
Geylang,Aljunied,Not Available,1270,2011
Geylang,Geylang East,<=60,2250,2011
Geylang,Geylang East,>60 to 80,1480,2011
Geylang,Geylang East,>80 to 100,2600,2011
Geylang,Geylang East,>100 to 120,1730,2011
Geylang,Geylang East,>120,2840,2011
Geylang,Geylang East,Not Available,510,2011
Geylang,Kallang Way,<=60,0,2011
Geylang,Kallang Way,>60 to 80,0,2011
Geylang,Kallang Way,>80 to 100,0,2011
Geylang,Kallang Way,>100 to 120,0,2011
Geylang,Kallang Way,>120,0,2011
Geylang,Kallang Way,Not Available,0,2011
Geylang,Kampong Ubi,<=60,0,2011
Geylang,Kampong Ubi,>60 to 80,370,2011
Geylang,Kampong Ubi,>80 to 100,1710,2011
Geylang,Kampong Ubi,>100 to 120,930,2011
Geylang,Kampong Ubi,>120,530,2011
Geylang,Kampong Ubi,Not Available,80,2011
Geylang,Macpherson,<=60,5540,2011
Geylang,Macpherson,>60 to 80,1300,2011
Geylang,Macpherson,>80 to 100,930,2011
Geylang,Macpherson,>100 to 120,930,2011
Geylang,Macpherson,>120,1240,2011
Geylang,Macpherson,Not Available,230,2011
Hougang,Defu Industrial Park,<=60,0,2011
Hougang,Defu Industrial Park,>60 to 80,0,2011
Hougang,Defu Industrial Park,>80 to 100,0,2011
Hougang,Defu Industrial Park,>100 to 120,0,2011
Hougang,Defu Industrial Park,>120,0,2011
Hougang,Defu Industrial Park,Not Available,0,2011
Hougang,Hougang Central,<=60,0,2011
Hougang,Hougang Central,>60 to 80,40,2011
Hougang,Hougang Central,>80 to 100,130,2011
Hougang,Hougang Central,>100 to 120,490,2011
Hougang,Hougang Central,>120,660,2011
Hougang,Hougang Central,Not Available,60,2011
Hougang,Hougang East,<=60,0,2011
Hougang,Hougang East,>60 to 80,240,2011
Hougang,Hougang East,>80 to 100,770,2011
Hougang,Hougang East,>100 to 120,2470,2011
Hougang,Hougang East,>120,1550,2011
Hougang,Hougang East,Not Available,10,2011
Hougang,Hougang West,<=60,600,2011
Hougang,Hougang West,>60 to 80,2720,2011
Hougang,Hougang West,>80 to 100,3730,2011
Hougang,Hougang West,>100 to 120,4520,2011
Hougang,Hougang West,>120,2720,2011
Hougang,Hougang West,Not Available,110,2011
Hougang,Kangkar,<=60,780,2011
Hougang,Kangkar,>60 to 80,1600,2011
Hougang,Kangkar,>80 to 100,1680,2011
Hougang,Kangkar,>100 to 120,1710,2011
Hougang,Kangkar,>120,1980,2011
Hougang,Kangkar,Not Available,80,2011
Hougang,Kovan,<=60,50,2011
Hougang,Kovan,>60 to 80,370,2011
Hougang,Kovan,>80 to 100,1200,2011
Hougang,Kovan,>100 to 120,1080,2011
Hougang,Kovan,>120,4380,2011
Hougang,Kovan,Not Available,170,2011
Hougang,Lorong Ah Soo,<=60,0,2011
Hougang,Lorong Ah Soo,>60 to 80,2830,2011
Hougang,Lorong Ah Soo,>80 to 100,2010,2011
Hougang,Lorong Ah Soo,>100 to 120,2090,2011
Hougang,Lorong Ah Soo,>120,2790,2011
Hougang,Lorong Ah Soo,Not Available,290,2011
Hougang,Lorong Halus,<=60,0,2011
Hougang,Lorong Halus,>60 to 80,0,2011
Hougang,Lorong Halus,>80 to 100,0,2011
Hougang,Lorong Halus,>100 to 120,0,2011
Hougang,Lorong Halus,>120,0,2011
Hougang,Lorong Halus,Not Available,0,2011
Hougang,Tai Seng,<=60,20,2011
Hougang,Tai Seng,>60 to 80,40,2011
Hougang,Tai Seng,>80 to 100,280,2011
Hougang,Tai Seng,>100 to 120,1360,2011
Hougang,Tai Seng,>120,1570,2011
Hougang,Tai Seng,Not Available,70,2011
Hougang,Trafalgar,<=60,530,2011
Hougang,Trafalgar,>60 to 80,170,2011
Hougang,Trafalgar,>80 to 100,3500,2011
Hougang,Trafalgar,>100 to 120,4590,2011
Hougang,Trafalgar,>120,2390,2011
Hougang,Trafalgar,Not Available,30,2011
Jurong East,International Business Park,<=60,0,2011
Jurong East,International Business Park,>60 to 80,0,2011
Jurong East,International Business Park,>80 to 100,0,2011
Jurong East,International Business Park,>100 to 120,0,2011
Jurong East,International Business Park,>120,0,2011
Jurong East,International Business Park,Not Available,0,2011
Jurong East,Jurong Gateway,<=60,0,2011
Jurong East,Jurong Gateway,>60 to 80,0,2011
Jurong East,Jurong Gateway,>80 to 100,0,2011
Jurong East,Jurong Gateway,>100 to 120,0,2011
Jurong East,Jurong Gateway,>120,0,2011
Jurong East,Jurong Gateway,Not Available,0,2011
Jurong East,Jurong Port,<=60,0,2011
Jurong East,Jurong Port,>60 to 80,0,2011
Jurong East,Jurong Port,>80 to 100,0,2011
Jurong East,Jurong Port,>100 to 120,0,2011
Jurong East,Jurong Port,>120,0,2011
Jurong East,Jurong Port,Not Available,0,2011
Jurong East,Jurong River,<=60,0,2011
Jurong East,Jurong River,>60 to 80,0,2011
Jurong East,Jurong River,>80 to 100,0,2011
Jurong East,Jurong River,>100 to 120,0,2011
Jurong East,Jurong River,>120,0,2011
Jurong East,Jurong River,Not Available,0,2011
Jurong East,Lakeside,<=60,0,2011
Jurong East,Lakeside,>60 to 80,0,2011
Jurong East,Lakeside,>80 to 100,0,2011
Jurong East,Lakeside,>100 to 120,40,2011
Jurong East,Lakeside,>120,380,2011
Jurong East,Lakeside,Not Available,0,2011
Jurong East,Penjuru Crescent,<=60,0,2011
Jurong East,Penjuru Crescent,>60 to 80,0,2011
Jurong East,Penjuru Crescent,>80 to 100,0,2011
Jurong East,Penjuru Crescent,>100 to 120,0,2011
Jurong East,Penjuru Crescent,>120,0,2011
Jurong East,Penjuru Crescent,Not Available,0,2011
Jurong East,Teban Gardens,<=60,0,2011
Jurong East,Teban Gardens,>60 to 80,2070,2011
Jurong East,Teban Gardens,>80 to 100,1840,2011
Jurong East,Teban Gardens,>100 to 120,1090,2011
Jurong East,Teban Gardens,>120,530,2011
Jurong East,Teban Gardens,Not Available,10,2011
Jurong East,Toh Guan,<=60,0,2011
Jurong East,Toh Guan,>60 to 80,270,2011
Jurong East,Toh Guan,>80 to 100,920,2011
Jurong East,Toh Guan,>100 to 120,1310,2011
Jurong East,Toh Guan,>120,2100,2011
Jurong East,Toh Guan,Not Available,10,2011
Jurong East,Yuhua East,<=60,0,2011
Jurong East,Yuhua East,>60 to 80,2780,2011
Jurong East,Yuhua East,>80 to 100,2530,2011
Jurong East,Yuhua East,>100 to 120,1670,2011
Jurong East,Yuhua East,>120,1490,2011
Jurong East,Yuhua East,Not Available,140,2011
Jurong East,Yuhua West,<=60,180,2011
Jurong East,Yuhua West,>60 to 80,1210,2011
Jurong East,Yuhua West,>80 to 100,550,2011
Jurong East,Yuhua West,>100 to 120,1990,2011
Jurong East,Yuhua West,>120,2120,2011
Jurong East,Yuhua West,Not Available,80,2011
Jurong West,Boon Lay Place,<=60,3010,2011
Jurong West,Boon Lay Place,>60 to 80,3110,2011
Jurong West,Boon Lay Place,>80 to 100,90,2011
Jurong West,Boon Lay Place,>100 to 120,1380,2011
Jurong West,Boon Lay Place,>120,720,2011
Jurong West,Boon Lay Place,Not Available,680,2011
Jurong West,Chin Bee,<=60,0,2011
Jurong West,Chin Bee,>60 to 80,0,2011
Jurong West,Chin Bee,>80 to 100,0,2011
Jurong West,Chin Bee,>100 to 120,0,2011
Jurong West,Chin Bee,>120,0,2011
Jurong West,Chin Bee,Not Available,0,2011
Jurong West,Hong Kah,<=60,0,2011
Jurong West,Hong Kah,>60 to 80,4050,2011
Jurong West,Hong Kah,>80 to 100,2980,2011
Jurong West,Hong Kah,>100 to 120,6280,2011
Jurong West,Hong Kah,>120,3030,2011
Jurong West,Hong Kah,Not Available,220,2011
Jurong West,Jurong West Central,<=60,0,2011
Jurong West,Jurong West Central,>60 to 80,0,2011
Jurong West,Jurong West Central,>80 to 100,6910,2011
Jurong West,Jurong West Central,>100 to 120,9010,2011
Jurong West,Jurong West Central,>120,3050,2011
Jurong West,Jurong West Central,Not Available,0,2011
Jurong West,Kian Teck,<=60,0,2011
Jurong West,Kian Teck,>60 to 80,0,2011
Jurong West,Kian Teck,>80 to 100,0,2011
Jurong West,Kian Teck,>100 to 120,0,2011
Jurong West,Kian Teck,>120,0,2011
Jurong West,Kian Teck,Not Available,0,2011
Jurong West,Safti,<=60,0,2011
Jurong West,Safti,>60 to 80,0,2011
Jurong West,Safti,>80 to 100,0,2011
Jurong West,Safti,>100 to 120,0,2011
Jurong West,Safti,>120,0,2011
Jurong West,Safti,Not Available,0,2011
Jurong West,Taman Jurong,<=60,830,2011
Jurong West,Taman Jurong,>60 to 80,2760,2011
Jurong West,Taman Jurong,>80 to 100,1620,2011
Jurong West,Taman Jurong,>100 to 120,2830,2011
Jurong West,Taman Jurong,>120,2820,2011
Jurong West,Taman Jurong,Not Available,0,2011
Jurong West,Wenya,<=60,0,2011
Jurong West,Wenya,>60 to 80,0,2011
Jurong West,Wenya,>80 to 100,910,2011
Jurong West,Wenya,>100 to 120,1210,2011
Jurong West,Wenya,>120,250,2011
Jurong West,Wenya,Not Available,0,2011
Jurong West,Yunnan,<=60,100,2011
Jurong West,Yunnan,>60 to 80,790,2011
Jurong West,Yunnan,>80 to 100,590,2011
Jurong West,Yunnan,>100 to 120,9060,2011
Jurong West,Yunnan,>120,7540,2011
Jurong West,Yunnan,Not Available,30,2011
Kallang,Bendemeer,<=60,1420,2011
Kallang,Bendemeer,>60 to 80,3040,2011
Kallang,Bendemeer,>80 to 100,2570,2011
Kallang,Bendemeer,>100 to 120,2930,2011
Kallang,Bendemeer,>120,1420,2011
Kallang,Bendemeer,Not Available,310,2011
Kallang,Boon Keng,<=60,620,2011
Kallang,Boon Keng,>60 to 80,910,2011
Kallang,Boon Keng,>80 to 100,1420,2011
Kallang,Boon Keng,>100 to 120,770,2011
Kallang,Boon Keng,>120,200,2011
Kallang,Boon Keng,Not Available,60,2011
Kallang,Crawford,<=60,2960,2011
Kallang,Crawford,>60 to 80,700,2011
Kallang,Crawford,>80 to 100,370,2011
Kallang,Crawford,>100 to 120,120,2011
Kallang,Crawford,>120,170,2011
Kallang,Crawford,Not Available,100,2011
Kallang,Geylang Bahru,<=60,1020,2011
Kallang,Geylang Bahru,>60 to 80,2210,2011
Kallang,Geylang Bahru,>80 to 100,390,2011
Kallang,Geylang Bahru,>100 to 120,600,2011
Kallang,Geylang Bahru,>120,150,2011
Kallang,Geylang Bahru,Not Available,70,2011
Kallang,Kallang Bahru,<=60,0,2011
Kallang,Kallang Bahru,>60 to 80,0,2011
Kallang,Kallang Bahru,>80 to 100,0,2011
Kallang,Kallang Bahru,>100 to 120,0,2011
Kallang,Kallang Bahru,>120,0,2011
Kallang,Kallang Bahru,Not Available,0,2011
Kallang,Kampong Bugis,<=60,0,2011
Kallang,Kampong Bugis,>60 to 80,0,2011
Kallang,Kampong Bugis,>80 to 100,20,2011
Kallang,Kampong Bugis,>100 to 120,210,2011
Kallang,Kampong Bugis,>120,80,2011
Kallang,Kampong Bugis,Not Available,40,2011
Kallang,Kampong Java,<=60,380,2011
Kallang,Kampong Java,>60 to 80,890,2011
Kallang,Kampong Java,>80 to 100,1410,2011
Kallang,Kampong Java,>100 to 120,1040,2011
Kallang,Kampong Java,>120,490,2011
Kallang,Kampong Java,Not Available,320,2011
Kallang,Lavender,<=60,1810,2011
Kallang,Lavender,>60 to 80,640,2011
Kallang,Lavender,>80 to 100,620,2011
Kallang,Lavender,>100 to 120,1380,2011
Kallang,Lavender,>120,640,2011
Kallang,Lavender,Not Available,400,2011
Kallang,Tanjong Rhu,<=60,860,2011
Kallang,Tanjong Rhu,>60 to 80,330,2011
Kallang,Tanjong Rhu,>80 to 100,350,2011
Kallang,Tanjong Rhu,>100 to 120,810,2011
Kallang,Tanjong Rhu,>120,3020,2011
Kallang,Tanjong Rhu,Not Available,60,2011
Lim Chu Kang,Lim Chu Kang,<=60,0,2011
Lim Chu Kang,Lim Chu Kang,>60 to 80,0,2011
Lim Chu Kang,Lim Chu Kang,>80 to 100,0,2011
Lim Chu Kang,Lim Chu Kang,>100 to 120,0,2011
Lim Chu Kang,Lim Chu Kang,>120,0,2011
Lim Chu Kang,Lim Chu Kang,Not Available,0,2011
Mandai,Mandai East,<=60,0,2011
Mandai,Mandai East,>60 to 80,0,2011
Mandai,Mandai East,>80 to 100,0,2011
Mandai,Mandai East,>100 to 120,0,2011
Mandai,Mandai East,>120,0,2011
Mandai,Mandai East,Not Available,0,2011
Mandai,Mandai Estate,<=60,0,2011
Mandai,Mandai Estate,>60 to 80,10,2011
Mandai,Mandai Estate,>80 to 100,80,2011
Mandai,Mandai Estate,>100 to 120,140,2011
Mandai,Mandai Estate,>120,420,2011
Mandai,Mandai Estate,Not Available,50,2011
Mandai,Mandai West,<=60,0,2011
Mandai,Mandai West,>60 to 80,0,2011
Mandai,Mandai West,>80 to 100,0,2011
Mandai,Mandai West,>100 to 120,0,2011
Mandai,Mandai West,>120,0,2011
Mandai,Mandai West,Not Available,0,2011
Marina East,Marina East,<=60,0,2011
Marina East,Marina East,>60 to 80,0,2011
Marina East,Marina East,>80 to 100,0,2011
Marina East,Marina East,>100 to 120,0,2011
Marina East,Marina East,>120,0,2011
Marina East,Marina East,Not Available,0,2011
Marina South,Marina South,<=60,0,2011
Marina South,Marina South,>60 to 80,0,2011
Marina South,Marina South,>80 to 100,0,2011
Marina South,Marina South,>100 to 120,0,2011
Marina South,Marina South,>120,0,2011
Marina South,Marina South,Not Available,0,2011
Marine Parade,East Coast,<=60,0,2011
Marine Parade,East Coast,>60 to 80,0,2011
Marine Parade,East Coast,>80 to 100,0,2011
Marine Parade,East Coast,>100 to 120,0,2011
Marine Parade,East Coast,>120,0,2011
Marine Parade,East Coast,Not Available,0,2011
Marine Parade,Katong,<=60,80,2011
Marine Parade,Katong,>60 to 80,140,2011
Marine Parade,Katong,>80 to 100,530,2011
Marine Parade,Katong,>100 to 120,460,2011
Marine Parade,Katong,>120,1960,2011
Marine Parade,Katong,Not Available,400,2011
Marine Parade,Marina East (Mp),<=60,0,2011
Marine Parade,Marina East (Mp),>60 to 80,0,2011
Marine Parade,Marina East (Mp),>80 to 100,0,2011
Marine Parade,Marina East (Mp),>100 to 120,0,2011
Marine Parade,Marina East (Mp),>120,0,2011
Marine Parade,Marina East (Mp),Not Available,0,2011
Marine Parade,Marine Parade,<=60,1640,2011
Marine Parade,Marine Parade,>60 to 80,2910,2011
Marine Parade,Marine Parade,>80 to 100,2000,2011
Marine Parade,Marine Parade,>100 to 120,1650,2011
Marine Parade,Marine Parade,>120,2860,2011
Marine Parade,Marine Parade,Not Available,240,2011
Marine Parade,Mountbatten,<=60,30,2011
Marine Parade,Mountbatten,>60 to 80,10,2011
Marine Parade,Mountbatten,>80 to 100,310,2011
Marine Parade,Mountbatten,>100 to 120,330,2011
Marine Parade,Mountbatten,>120,3190,2011
Marine Parade,Mountbatten,Not Available,80,2011
Museum,Bras Basah,<=60,0,2011
Museum,Bras Basah,>60 to 80,0,2011
Museum,Bras Basah,>80 to 100,0,2011
Museum,Bras Basah,>100 to 120,0,2011
Museum,Bras Basah,>120,0,2011
Museum,Bras Basah,Not Available,0,2011
Museum,Dhoby Ghaut,<=60,40,2011
Museum,Dhoby Ghaut,>60 to 80,140,2011
Museum,Dhoby Ghaut,>80 to 100,160,2011
Museum,Dhoby Ghaut,>100 to 120,80,2011
Museum,Dhoby Ghaut,>120,30,2011
Museum,Dhoby Ghaut,Not Available,90,2011
Museum,Fort Canning,<=60,0,2011
Museum,Fort Canning,>60 to 80,0,2011
Museum,Fort Canning,>80 to 100,30,2011
Museum,Fort Canning,>100 to 120,0,2011
Museum,Fort Canning,>120,160,2011
Museum,Fort Canning,Not Available,20,2011
Newton,Cairnhill,<=60,70,2011
Newton,Cairnhill,>60 to 80,120,2011
Newton,Cairnhill,>80 to 100,190,2011
Newton,Cairnhill,>100 to 120,330,2011
Newton,Cairnhill,>120,1730,2011
Newton,Cairnhill,Not Available,420,2011
Newton,Goodwood Park,<=60,10,2011
Newton,Goodwood Park,>60 to 80,80,2011
Newton,Goodwood Park,>80 to 100,50,2011
Newton,Goodwood Park,>100 to 120,70,2011
Newton,Goodwood Park,>120,300,2011
Newton,Goodwood Park,Not Available,30,2011
Newton,Istana Negara,<=60,0,2011
Newton,Istana Negara,>60 to 80,0,2011
Newton,Istana Negara,>80 to 100,0,2011
Newton,Istana Negara,>100 to 120,0,2011
Newton,Istana Negara,>120,0,2011
Newton,Istana Negara,Not Available,0,2011
Newton,Monk's Hill,<=60,60,2011
Newton,Monk's Hill,>60 to 80,0,2011
Newton,Monk's Hill,>80 to 100,10,2011
Newton,Monk's Hill,>100 to 120,70,2011
Newton,Monk's Hill,>120,290,2011
Newton,Monk's Hill,Not Available,50,2011
Newton,Newton Circus,<=60,0,2011
Newton,Newton Circus,>60 to 80,0,2011
Newton,Newton Circus,>80 to 100,0,2011
Newton,Newton Circus,>100 to 120,50,2011
Newton,Newton Circus,>120,140,2011
Newton,Newton Circus,Not Available,0,2011
Newton,Orange Grove,<=60,0,2011
Newton,Orange Grove,>60 to 80,80,2011
Newton,Orange Grove,>80 to 100,10,2011
Newton,Orange Grove,>100 to 120,100,2011
Newton,Orange Grove,>120,1180,2011
Newton,Orange Grove,Not Available,10,2011
North-Eastern Islands,North-Eastern Islands,<=60,0,2011
North-Eastern Islands,North-Eastern Islands,>60 to 80,0,2011
North-Eastern Islands,North-Eastern Islands,>80 to 100,0,2011
North-Eastern Islands,North-Eastern Islands,>100 to 120,0,2011
North-Eastern Islands,North-Eastern Islands,>120,0,2011
North-Eastern Islands,North-Eastern Islands,Not Available,0,2011
Novena,Balestier,<=60,1910,2011
Novena,Balestier,>60 to 80,2510,2011
Novena,Balestier,>80 to 100,2090,2011
Novena,Balestier,>100 to 120,2280,2011
Novena,Balestier,>120,2940,2011
Novena,Balestier,Not Available,760,2011
Novena,Dunearn,<=60,0,2011
Novena,Dunearn,>60 to 80,10,2011
Novena,Dunearn,>80 to 100,10,2011
Novena,Dunearn,>100 to 120,30,2011
Novena,Dunearn,>120,1230,2011
Novena,Dunearn,Not Available,0,2011
Novena,Malcolm,<=60,30,2011
Novena,Malcolm,>60 to 80,30,2011
Novena,Malcolm,>80 to 100,70,2011
Novena,Malcolm,>100 to 120,30,2011
Novena,Malcolm,>120,930,2011
Novena,Malcolm,Not Available,40,2011
Novena,Moulmein,<=60,140,2011
Novena,Moulmein,>60 to 80,350,2011
Novena,Moulmein,>80 to 100,900,2011
Novena,Moulmein,>100 to 120,940,2011
Novena,Moulmein,>120,1870,2011
Novena,Moulmein,Not Available,510,2011
Novena,Mount Pleasant,<=60,0,2011
Novena,Mount Pleasant,>60 to 80,0,2011
Novena,Mount Pleasant,>80 to 100,0,2011
Novena,Mount Pleasant,>100 to 120,0,2011
Novena,Mount Pleasant,>120,230,2011
Novena,Mount Pleasant,Not Available,0,2011
Orchard,Boulevard,<=60,0,2011
Orchard,Boulevard,>60 to 80,40,2011
Orchard,Boulevard,>80 to 100,20,2011
Orchard,Boulevard,>100 to 120,20,2011
Orchard,Boulevard,>120,290,2011
Orchard,Boulevard,Not Available,0,2011
Orchard,Somerset,<=60,0,2011
Orchard,Somerset,>60 to 80,40,2011
Orchard,Somerset,>80 to 100,0,2011
Orchard,Somerset,>100 to 120,20,2011
Orchard,Somerset,>120,40,2011
Orchard,Somerset,Not Available,0,2011
Orchard,Tanglin,<=60,0,2011
Orchard,Tanglin,>60 to 80,0,2011
Orchard,Tanglin,>80 to 100,0,2011
Orchard,Tanglin,>100 to 120,30,2011
Orchard,Tanglin,>120,380,2011
Orchard,Tanglin,Not Available,0,2011
Outram,China Square,<=60,370,2011
Outram,China Square,>60 to 80,220,2011
Outram,China Square,>80 to 100,0,2011
Outram,China Square,>100 to 120,10,2011
Outram,China Square,>120,40,2011
Outram,China Square,Not Available,0,2011
Outram,Chinatown,<=60,1480,2011
Outram,Chinatown,>60 to 80,430,2011
Outram,Chinatown,>80 to 100,1860,2011
Outram,Chinatown,>100 to 120,720,2011
Outram,Chinatown,>120,120,2011
Outram,Chinatown,Not Available,50,2011
Outram,Pearl's Hill,<=60,2540,2011
Outram,Pearl's Hill,>60 to 80,560,2011
Outram,Pearl's Hill,>80 to 100,50,2011
Outram,Pearl's Hill,>100 to 120,80,2011
Outram,Pearl's Hill,>120,440,2011
Outram,Pearl's Hill,Not Available,80,2011
Outram,People's Park,<=60,100,2011
Outram,People's Park,>60 to 80,10,2011
Outram,People's Park,>80 to 100,0,2011
Outram,People's Park,>100 to 120,160,2011
Outram,People's Park,>120,50,2011
Outram,People's Park,Not Available,10,2011
Pasir Ris,Flora Drive,<=60,70,2011
Pasir Ris,Flora Drive,>60 to 80,140,2011
Pasir Ris,Flora Drive,>80 to 100,720,2011
Pasir Ris,Flora Drive,>100 to 120,810,2011
Pasir Ris,Flora Drive,>120,2320,2011
Pasir Ris,Flora Drive,Not Available,10,2011
Pasir Ris,Loyang East,<=60,0,2011
Pasir Ris,Loyang East,>60 to 80,0,2011
Pasir Ris,Loyang East,>80 to 100,40,2011
Pasir Ris,Loyang East,>100 to 120,0,2011
Pasir Ris,Loyang East,>120,650,2011
Pasir Ris,Loyang East,Not Available,10,2011
Pasir Ris,Loyang West,<=60,0,2011
Pasir Ris,Loyang West,>60 to 80,0,2011
Pasir Ris,Loyang West,>80 to 100,0,2011
Pasir Ris,Loyang West,>100 to 120,0,2011
Pasir Ris,Loyang West,>120,0,2011
Pasir Ris,Loyang West,Not Available,0,2011
Pasir Ris,Pasir Ris Central,<=60,0,2011
Pasir Ris,Pasir Ris Central,>60 to 80,0,2011
Pasir Ris,Pasir Ris Central,>80 to 100,0,2011
Pasir Ris,Pasir Ris Central,>100 to 120,1200,2011
Pasir Ris,Pasir Ris Central,>120,4120,2011
Pasir Ris,Pasir Ris Central,Not Available,0,2011
Pasir Ris,Pasir Ris Drive,<=60,20,2011
Pasir Ris,Pasir Ris Drive,>60 to 80,0,2011
Pasir Ris,Pasir Ris Drive,>80 to 100,240,2011
Pasir Ris,Pasir Ris Drive,>100 to 120,6710,2011
Pasir Ris,Pasir Ris Drive,>120,8180,2011
Pasir Ris,Pasir Ris Drive,Not Available,10,2011
Pasir Ris,Pasir Ris Park,<=60,10,2011
Pasir Ris,Pasir Ris Park,>60 to 80,40,2011
Pasir Ris,Pasir Ris Park,>80 to 100,110,2011
Pasir Ris,Pasir Ris Park,>100 to 120,150,2011
Pasir Ris,Pasir Ris Park,>120,380,2011
Pasir Ris,Pasir Ris Park,Not Available,0,2011
Pasir Ris,Pasir Ris Wafer Fab Park,<=60,0,2011
Pasir Ris,Pasir Ris Wafer Fab Park,>60 to 80,0,2011
Pasir Ris,Pasir Ris Wafer Fab Park,>80 to 100,0,2011
Pasir Ris,Pasir Ris Wafer Fab Park,>100 to 120,0,2011
Pasir Ris,Pasir Ris Wafer Fab Park,>120,0,2011
Pasir Ris,Pasir Ris Wafer Fab Park,Not Available,0,2011
Pasir Ris,Pasir Ris West,<=60,0,2011
Pasir Ris,Pasir Ris West,>60 to 80,0,2011
Pasir Ris,Pasir Ris West,>80 to 100,110,2011
